Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0017711,0,3/21/17,10:53:17,412,Gas leak (natural gas or LPG)                     ,0,0,8,DO             ,Dorchester                                        ,2124,962,"Residential street, road or residential driveway  ",        ,  ,REMINGTON                ,  ,ST  ,                                        ,  ,CENTRE                   ,  ,ST  
17-0017714,0,3/21/17,11:07:08,522,Water or steam leak                               ,0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,8,  ,LEDGEMERE                ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017715,0,3/21/17,11:10:51,510,"Person in distress, Other                         ",0,0,1,EB             ,East Boston                                       ,2128,960,"Street, Other                                     ",        ,  ,GLENDON                  ,  ,ST  ,                                        ,  ,CONDOR                   ,  ,ST  
17-0017716,0,3/21/17,11:13:14,143,Grass fire                                        ,0,0,3,CH             ,Charlestown                                       ,2129,931,Open land or field                                ,21,  ,ARLINGTON                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017717,0,3/21/17,11:18:21,451,"Biological hazard, confirmed or suspected         ",0,0,4,BO             ,Boston                                            ,2115,150,"Public or government, Other                       ",941,  ,BOYLSTON                 ,  ,ST  ,: @BFD ENG 33                           ,  ,                         ,  ,    
17-0017718,0,3/21/17,11:31:37,611,Dispatched & cancelled en route                   ,0,0,9,RX             ,Roxbury                                           ,2119,    ,NULL,2311,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017720,0,3/21/17,11:41:55,442,Overheated motor                                  ,0,0,9,RX             ,Roxbury                                           ,2115,331,Hospital - medical or psychiatric                 ,330,  ,BROOKLINE                ,  ,AVE ,: #12-2353                              ,  ,                         ,  ,    
17-0017721,0,3/21/17,11:46:59,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,2110,599,Business office                                   ,185,  ,FRANKLIN                 ,  ,ST  ,: #13-1284                              ,  ,                         ,  ,    
17-0017722,0,3/21/17,11:53:52,743,"Smoke detector activation, no fire - unintentional",0,0,3,CH             ,Charlestown                                       ,2129,419,1 or 2 family dwelling                            ,10,  ,SAINT MARTIN             ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017723,0,3/21/17,11:55:13,553,Public service                                    ,0,0,1,EB             ,East Boston                                       ,2128,    ,NULL,165,  ,WEBSTER                  ,  ,ST  ,: @SCH-ADAMS ELEMENTARY SCHOOL          ,  ,                         ,  ,    
17-0017725,0,3/21/17,12:05:19,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,2116,580,"General retail, Other                             ",15-Feb,  ,BOYLSTON                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017726,0,3/21/17,12:06:27,445,"Arcing, shorted electrical equipment              ",0,0,3,               ,NULL,2109,941,"Open ocean, sea or tidal waters                   ",        ,  ,GRAPE ISLAND             ,  ,    ,                                        ,  ,                         ,  ,    
17-0017727,0,3/21/17,12:14:06,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,2111,599,Business office                                   ,245,  ,SUMMER                   ,  ,ST  ,: #15-1414                              ,  ,                         ,  ,    
17-0017728,0,3/21/17,12:19:23,712,"Direct tie to FD, malicious false alarm           ",0,0,11,BR             ,Allston-Brighton                                  ,2135,210,"Schools, non-adult, other                         ",198,  ,STRATHMORE               ,  ,RD  ,: #12-5354                              ,  ,                         ,  ,    
17-0017730,0,3/21/17,12:28:18,745,"Alarm system activation, no fire - unintentional  ",0,0,3,BO             ,Boston                                            ,2114,241,"Adult education center, college classroom         ",41,  ,TEMPLE                   ,  ,ST  ,: #12-1367                              ,  ,                         ,  ,    
17-0017731,0,3/21/17,12:32:05,712,"Direct tie to FD, malicious false alarm           ",0,0,3,BO             ,Boston                                            ,2114,599,Business office                                   ,173-177 ,  ,CAMBRIDGE                ,  ,ST  ,: #17-136                               ,  ,                         ,  ,    
17-0017732,0,3/21/17,12:38:20,714,"Central station, malicious false alarm            ",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,241,  ,PERKINS                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017733,0,3/21/17,12:41:28,743,"Smoke detector activation, no fire - unintentional",0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,19,  ,CHISWICK                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017738,0,3/21/17,13:03:14,712,"Direct tie to FD, malicious false alarm           ",0,0,9,RX             ,Roxbury                                           ,2215,331,Hospital - medical or psychiatric                 ,44,  ,BINNEY                   ,  ,ST  ,: #12-2351                              ,  ,                         ,  ,    
17-0017739,0,3/21/17,13:04:37,900,"Special type of incident, Other                   ",0,0,     ,               ,NULL,2152,    ,NULL,        ,  ,TOWN OF WINTHROP         ,  ,    ,: @WINTHROP 8213                        ,  ,                         ,  ,    
17-0017741,0,3/21/17,13:15:47,712,"Direct tie to FD, malicious false alarm           ",0,0,7,DO             ,Dorchester                                        ,2124,213,"Elementary school, including kindergarten         ",35,  ,WESTVILLE                ,  ,ST  ,: #13-3331                              ,  ,                         ,  ,    
17-0017743,0,3/21/17,13:18:04,600,"Good intent call, Other                           ",0,0,3,CH             ,Charlestown                                       ,2129,213,"Elementary school, including kindergarten         ",50,  ,BUNKER HILL              ,  ,ST  ,: @SCH-HARVARD & KENT ELEMENTARY SCHL - ,  ,                         ,  ,    
17-0017744,0,3/21/17,13:20:50,113,"Cooking fire, confined to container               ",0,0,6,DO             ,Dorchester                                        ,2125,429,Multifamily dwelling                              ,18,  ,DORSET                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017746,0,3/21/17,13:26:25,113,"Cooking fire, confined to container               ",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,279,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017747,0,3/21/17,13:29:09,714,"Central station, malicious false alarm            ",0,0,7,DO             ,Dorchester                                        ,2125,439,"Boarding/rooming house, residential hotels        ",96,  ,BELLEVUE                 ,  ,ST  ,: #INS1182                              ,  ,                         ,  ,    
17-0017750,0,3/21/17,13:43:32,900A,FIU activity  (not covered by other inc types)    ,0,0,4,BO             ,Boston                                            ,2116,213,"Elementary school, including kindergarten         ",90,  ,WARREN                   ,  ,AVE ,: @SCH-MC KINLEY ELEMENTARY SCHOOL - 90 ,  ,                         ,  ,    
17-0017752,0,3/21/17,14:03:26,571,"Cover assignment, standby, moveup                 ",0,0,     ,               ,NULL,0,960,"Street, Other                                     ",        ,  ,CITY OF CHELSEA          ,  ,    ,: @CHELSEA 8215   CHELSEA ST            ,  ,                         ,  ,    
17-0017755,0,3/21/17,14:21:35,712,"Direct tie to FD, malicious false alarm           ",0,0,7,DO             ,Dorchester                                        ,2124,213,"Elementary school, including kindergarten         ",35,  ,WESTVILLE                ,  ,ST  ,: #13-3331                              ,  ,                         ,  ,    
17-0017757,0,3/21/17,14:52:12,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,2116,599,Business office                                   ,123,  ,NEWBURY                  ,  ,ST  ,: #WYN3905                              ,  ,                         ,  ,    
17-0017759,0,3/21/17,15:05:56,445,"Arcing, shorted electrical equipment              ",0,0,8,DO             ,Dorchester                                        ,2124,419,1 or 2 family dwelling                            ,12-Feb,  ,MYRTLEBANK               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017760,0,3/21/17,15:08:07,743,"Smoke detector activation, no fire - unintentional",0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,115,  ,KILSYTH                  ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017762,0,3/21/17,15:15:41,735,Alarm system sounded due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,2134,882,"Parking garage, general vehicle                   ",400,  ,SOLDIERS FIELD           ,  ,RD  ,: #12-5211                              ,  ,                         ,  ,    
17-0017763,0,3/21/17,15:18:27,552,Police matter                                     ,0,0,4,BO             ,Boston                                            ,2111,173,Bus station                                       ,720,  ,ATLANTIC                 ,  ,AVE ,: @MBTA STA-SOUTH BUS: @SOUTH STATION   ,  ,                         ,  ,    
17-0017765,0,3/21/17,15:29:37,714,"Central station, malicious false alarm            ",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,944,  ,PARKER                   ,  ,ST  ,: #12-2394                              ,  ,                         ,  ,    
17-0017769,0,3/21/17,15:45:19,412,Gas leak (natural gas or LPG)                     ,0,0,4,BO             ,Boston                                            ,2115,807,Outside material storage area                     ,103,  ,NORWAY                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017772,0,3/21/17,16:07:53,746,"Carbon monoxide detector activation, no CO        ",0,0,12,RS             ,Roslindale                                        ,2131,429,Multifamily dwelling                              ,2,  ,BROOKDALE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017776,0,3/21/17,16:35:01,743,"Smoke detector activation, no fire - unintentional",0,0,8,DO             ,Dorchester                                        ,2122,419,1 or 2 family dwelling                            ,38,  ,CHELMSFORD               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017778,0,3/21/17,16:45:02,712,"Direct tie to FD, malicious false alarm           ",0,0,4,BO             ,Boston                                            ,2116,449,"Hotel/motel, commercial                           ",200,  ,BOYLSTON                 ,  ,ST  ,: #12-153                               ,  ,                         ,  ,    
17-0017780,0,3/21/17,16:55:43,113,"Cooking fire, confined to container               ",0,50,11,BR             ,Allston-Brighton                                  ,2163,460,"Dormitory-type residence, other                   ",111,  ,WESTERN                  ,  ,AVE ,: #HAR351                               ,  ,                         ,  ,    
17-0017781,0,3/21/17,17:03:33,735,Alarm system sounded due to malfunction           ,0,0,6,SB             ,South Boston                                      ,2210,599,Business office                                   ,155,  ,SEAPORT                  ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0017785,0,3/21/17,17:10:03,113,"Cooking fire, confined to container               ",0,0,4,RX             ,Roxbury                                           ,2120,429,Multifamily dwelling                              ,1045,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017786,0,3/21/17,17:14:16,113,"Cooking fire, confined to container               ",0,0,6,SB             ,South Boston                                      ,2127,459,Residential board and care                        ,120,  ,H                        ,  ,ST  ,: #13-7425                              ,  ,                         ,  ,    
17-0017787,0,3/21/17,17:19:35,714,"Central station, malicious false alarm            ",0,0,7,DO             ,Dorchester                                        ,2122,459,Residential board and care                        ,40,  ,JULIETTE                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017789,0,3/21/17,17:24:47,651,"Smoke scare, odor of smoke                        ",0,0,12,RS             ,Roslindale                                        ,2131,900,"Outside or special property, Other                ",737,  ,AMERICAN LEGION          ,  ,HWY ,                                        ,  ,                         ,  ,    
17-0017790,0,3/21/17,17:25:52,400,"Hazardous condition, Other                        ",0,0,7,DO             ,Dorchester                                        ,2122,439,"Boarding/rooming house, residential hotels        ",342,  ,BOWDOIN                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017792,0,3/21/17,17:35:42,600,"Good intent call, Other                           ",0,0,8,DO             ,Dorchester                                        ,2124,962,"Residential street, road or residential driveway  ",6,  ,BROOKVALE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017793,0,3/21/17,17:36:06,553,Public service                                    ,0,0,6,               ,NULL,2210,961,Highway or divided highway                        ,        ,  ,RAMP - RT 90 WB TO RT 93 ,  ,    ,: #MTA71                                ,  ,                         ,  ,    
17-0017795,0,3/21/17,17:46:44,600,"Good intent call, Other                           ",0,0,12,RS             ,Roslindale                                        ,2131,400,"Residential, Other                                ",3,  ,DELORE                   ,  ,CIR ,                                        ,  ,                         ,  ,    
17-0017797,0,3/21/17,17:53:31,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,2215,460,"Dormitory-type residence, other                   ",700,  ,COMMONWEALTH             ,  ,AVE ,: #BU831                                ,  ,                         ,  ,    
17-0017798,0,3/21/17,17:59:19,113,"Cooking fire, confined to container               ",0,0,8,DO             ,Dorchester                                        ,2124,419,1 or 2 family dwelling                            ,214,  ,HARVARD                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017799,0,3/21/17,18:16:02,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,2215,464,"Barracks, dormitory                               ",100,  ,BAY STATE                ,  ,RD  ,: #BU158                                ,  ,                         ,  ,    
17-0017800,0,3/21/17,18:16:44,711,"Municipal alarm system, malicious false alarm     ",0,0,8,DO             ,Dorchester                                        ,2124,900,"Outside or special property, Other                ",        ,  ,ASHMONT                  ,  ,ST  ,: #3442                                 ,  ,OCEAN                    ,  ,ST  
17-0017801,0,3/21/17,18:21:33,553,Public service                                    ,0,0,7,RX             ,Roxbury                                           ,2118,962,"Residential street, road or residential driveway  ",36,  ,NORTHAMPTON              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017803,0,3/21/17,18:24:06,553,Public service                                    ,0,0,12,RS             ,Roslindale                                        ,2131,419,1 or 2 family dwelling                            ,3,  ,DELORE CIR BSTN          ,  ,    ,                                        ,  ,                         ,  ,    
17-0017804,0,3/21/17,18:29:24,600,"Good intent call, Other                           ",0,0,1,EB             ,East Boston                                       ,2128,900,"Outside or special property, Other                ",        ,  ,SARATOGA                 ,  ,ST  ,                                        ,  ,BENNINGTON               ,  ,ST  
17-0017805,0,3/21/17,18:32:14,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,2215,429,Multifamily dwelling                              ,4,  ,CHARLESGATE              ,E ,    ,                                        ,  ,                         ,  ,    
17-0017808,0,3/21/17,18:40:38,113,"Cooking fire, confined to container               ",0,0,3,BO             ,Boston                                            ,2113,429,Multifamily dwelling                              ,57-61   ,  ,SALEM                    ,  ,ST  ,: #INS187                               ,  ,                         ,  ,    
17-0017809,0,3/21/17,18:43:11,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,2122,459,Residential board and care                        ,25,  ,MOUNT IDA                ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017811,0,3/21/17,18:49:02,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,2111,429,Multifamily dwelling                              ,17-19   ,  ,BEACH                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017816,0,3/21/17,19:11:56,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,2116,429,Multifamily dwelling                              ,505,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017817,0,3/21/17,19:12:40,746,"Carbon monoxide detector activation, no CO        ",0,0,8,MT             ,Mattapan                                          ,2126,419,1 or 2 family dwelling                            ,40,  ,GLADESIDE                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017822,0,3/21/17,19:32:21,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,2116,429,Multifamily dwelling                              ,505,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017823,0,3/21/17,19:39:17,553,Public service                                    ,0,0,12,HP             ,Hyde Park                                         ,2136,960,"Street, Other                                     ",        ,  ,BRAEBURN                 ,  ,RD  ,: #3817                                 ,  ,BRAEWOOD                 ,  ,ST  
17-0017824,0,3/21/17,19:58:02,714,"Central station, malicious false alarm            ",0,0,9,JP             ,Jamaica Plain                                     ,2130,400,"Residential, Other                                ",275-279 ,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017825,0,3/21/17,20:07:23,715,"Local alarm system, malicious false alarm         ",0,0,9,RX             ,Roxbury                                           ,2120,429,Multifamily dwelling                              ,55,  ,WENSLEY                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017826,0,3/21/17,20:11:16,712,"Direct tie to FD, malicious false alarm           ",0,0,3,BO             ,Boston                                            ,2109,174,Rapid transit station                             ,1,  ,STATE                    ,  ,ST  ,: #33-1271                              ,  ,                         ,  ,    
17-0017827,0,3/21/17,20:24:17,118,"Trash or rubbish fire, contained                  ",0,0,9,RX             ,Roxbury                                           ,2115,241,"Adult education center, college classroom         ",115,  ,PALACE                   ,  ,RD  ,: #17-2363                              ,  ,                         ,  ,    
17-0017828,0,3/21/17,20:28:17,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,2199,500,"Mercantile, business, Other                       ",800,  ,BOYLSTON                 ,  ,ST  ,: #14-1573                              ,  ,                         ,  ,    
17-0017829,0,3/21/17,20:35:02,744,"Detector activation, no fire - unintentional      ",0,0,3,BO             ,Boston                                            ,2113,181,Live performance theater                          ,216,  ,HANOVER                  ,  ,ST  ,: #INS546                               ,  ,                         ,  ,    
17-0017830,0,3/21/17,20:45:30,746,"Carbon monoxide detector activation, no CO        ",0,0,11,BR             ,Allston-Brighton                                  ,2135,419,1 or 2 family dwelling                            ,9,  ,LEAMINGTON               ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017832,0,3/21/17,20:48:50,553,Public service                                    ,0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,1940,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017833,0,3/21/17,20:56:31,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,2124,900,"Outside or special property, Other                ",207,  ,HARVARD                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017835,0,3/21/17,20:58:45,743,"Smoke detector activation, no fire - unintentional",0,0,8,MT             ,Mattapan                                          ,2126,429,Multifamily dwelling                              ,430,  ,RIVER                    ,  ,ST  ,: #12-3594                              ,  ,                         ,  ,    
17-0017836,0,3/21/17,20:59:44,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,2199,519,"Food and beverage sales, grocery store            ",800,  ,BOYLSTON                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017837,0,3/21/17,21:32:42,735,Alarm system sounded due to malfunction           ,0,0,3,CH             ,Charlestown                                       ,2129,429,Multifamily dwelling                              ,57,  ,RUTHERFORD               ,  ,AVE ,: alias 57 OLD RUTHERFORD AVE CH BSTN   ,  ,                         ,  ,    
17-0017838,0,3/21/17,21:48:01,552,Police matter                                     ,0,0,7,RX             ,Roxbury                                           ,2119,963,Street or road in commercial area                 ,21,  ,SOUTHWOOD                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017839,0,3/21/17,22:01:52,554,Assist invalid                                    ,0,0,6,SB             ,South Boston                                      ,2127,459,Residential board and care                        ,120,  ,H                        ,  ,ST  ,: @LTC-EHDOC 120 H ST                   ,  ,                         ,  ,    
17-0017840,0,3/21/17,22:19:40,522,Water or steam leak                               ,0,0,8,DO             ,Dorchester                                        ,2124,429,Multifamily dwelling                              ,12,  ,CHIPMAN                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017841,0,3/21/17,22:28:45,611,Dispatched & cancelled en route                   ,0,0,11,BR             ,Allston-Brighton                                  ,2135,    ,NULL,4,  ,FIDELIS                  ,  ,WAY ,                                        ,  ,                         ,  ,    
17-0017842,0,3/21/17,22:29:54,652,"Steam, vapor, fog or dust thought to be smoke     ",0,0,4,BO             ,Boston                                            ,2116,449,"Hotel/motel, commercial                           ",100,  ,STUART                   ,  ,ST  ,: #14-1511                              ,  ,                         ,  ,    
17-0017843,0,3/21/17,22:48:43,621,Wrong location                                    ,0,0,7,RX             ,Roxbury                                           ,2119,962,"Residential street, road or residential driveway  ",        ,  ,COLUMBUS                 ,  ,AVE ,                                        ,  ,WASHINGTON               ,  ,ST  
17-0017845,0,3/21/17,22:55:44,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,2115,419,1 or 2 family dwelling                            ,324,  ,NEWBURY                  ,  ,ST  ,: #CLM619                               ,  ,                         ,  ,    
17-0017846,0,3/21/17,23:06:34,715,"Local alarm system, malicious false alarm         ",0,0,12,JP             ,Jamaica Plain                                     ,2130,400,"Residential, Other                                ",75,  ,WACHUSETT                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017847,0,3/21/17,23:10:17,714,"Central station, malicious false alarm            ",0,0,7,RX             ,Roxbury                                           ,2119,429,Multifamily dwelling                              ,225,  ,BLUE HILL                ,  ,AVE ,: #INS161                               ,  ,                         ,  ,    
17-0017848,0,3/21/17,23:14:04,100,"Fire, Other                                       ",0,0,9,JP             ,Jamaica Plain                                     ,2130,419,1 or 2 family dwelling                            ,        ,  ,MARMION                  ,  ,ST  ,                                        ,  ,CORNWALL                 ,  ,ST  
17-0017850,0,3/21/17,23:18:04,735,Alarm system sounded due to malfunction           ,0,0,7,DO             ,Dorchester                                        ,2124,321,Mental retardation/development disability facility,101,  ,WALDECK                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017851,0,3/21/17,23:19:36,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,2116,    ,NULL,        ,  ,CLARENDON                ,  ,ST  ,                                        ,  ,NEWBURY                  ,  ,ST  
17-0017852,0,3/21/17,23:23:31,113,"Cooking fire, confined to container               ",0,20,7,DO             ,Dorchester                                        ,2124,429,Multifamily dwelling                              ,33,  ,CORONA                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017853,0,3/21/17,23:28:46,554,Assist invalid                                    ,0,0,7,RX             ,Roxbury                                           ,2118,429,Multifamily dwelling                              ,35,  ,NORTHAMPTON              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017854,0,3/21/17,23:28:57,113,"Cooking fire, confined to container               ",0,0,7,RX             ,Roxbury                                           ,2119,460,"Dormitory-type residence, other                   ",131,  ,ZEIGLER                  ,  ,ST  ,: #CLM413                               ,  ,                         ,  ,    
17-0017855,0,3/21/17,23:31:21,621,Wrong location                                    ,0,0,6,SB             ,South Boston                                      ,2127,400,"Residential, Other                                ",72,  ,DORCHESTER               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017856,0,3/21/17,23:38:45,113,"Cooking fire, confined to container               ",0,0,8,DO             ,Dorchester                                        ,2124,429,Multifamily dwelling                              ,5-Mar,  ,MILLET                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017857,0,3/21/17,23:45:41,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,2116,429,Multifamily dwelling                              ,16,  ,GRAY                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017858,0,3/21/17,23:55:50,651,"Smoke scare, odor of smoke                        ",0,0,11,BR             ,Allston-Brighton                                  ,2163,460,"Dormitory-type residence, other                   ",111,  ,WESTERN                  ,  ,AVE ,: @COL-SOLDIERS FIELD PARK GARAGE       ,  ,                         ,  ,    
17-0017859,0,3/21/17,23:56:19,554,Assist invalid                                    ,0,0,7,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,35,  ,NORTHAMPTON              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017860,0,3/22/17,0:24:21,553,Public service                                    ,0,0,12,RS             ,Roslindale                                        ,2131,419,1 or 2 family dwelling                            ,135,  ,FLORENCE                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017862,0,3/22/17,0:53:36,733,Smoke detector activation due to malfunction      ,0,0,3,CH             ,Charlestown                                       ,2129,429,Multifamily dwelling                              ,380,  ,BUNKER HILL              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017866,0,3/22/17,1:44:51,461,Building or structure weakened or collapsed       ,0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,66-68   ,  ,O                        ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017870,0,3/22/17,3:11:46,740,"Unintentional transmission of alarm, Other        ",0,0,1,EB             ,East Boston                                       ,2128,429,Multifamily dwelling                              ,408,  ,MERIDIAN                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017871,0,3/22/17,3:24:11,712,"Direct tie to FD, malicious false alarm           ",0,0,9,RX             ,Roxbury                                           ,2115,215,High school/junior high school/middle school      ,78,  ,AVENUE LOUIS PASTEUR     ,  ,    ,: #12-2352                              ,  ,                         ,  ,    
17-0017872,0,3/22/17,3:28:25,552,Police matter                                     ,0,0,3,BO             ,Boston                                            ,2110,449,"Hotel/motel, commercial                           ",296,  ,STATE                    ,  ,ST  ,: @MARRIOTT-BOSTON LONG WHARF - 296 STAT,  ,                         ,  ,    
17-0017873,0,3/22/17,4:06:56,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,755,  ,TREMONT                  ,  ,ST  ,": @BHA-FREDERICK DOUGLAS,206            ",  ,                         ,  ,    
17-0017874,0,3/22/17,4:26:58,714,"Central station, malicious false alarm            ",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,930-934 ,  ,PARKER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017876,0,3/22/17,4:53:31,554,Assist invalid                                    ,0,0,12,RS             ,Roslindale                                        ,2131,419,1 or 2 family dwelling                            ,576,  ,SOUTH                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017877,0,3/22/17,5:17:10,571,"Cover assignment, standby, moveup                 ",0,0,     ,               ,NULL,0,0,"Property Use, Other                               ",        ,  ,CITY OF SOMERVILLE       ,  ,    ,: @SOMERVILLE 8217  UNION SQ            ,  ,                         ,  ,    
17-0017878,0,3/22/17,6:00:49,422,Chemical spill or leak                            ,0,0,6,SB             ,South Boston                                      ,2210,981,Construction site                                 ,253,  ,SUMMER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017879,0,3/22/17,6:09:02,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,2116,429,Multifamily dwelling                              ,286,  ,BEACON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017880,0,3/22/17,6:12:47,743,"Smoke detector activation, no fire - unintentional",0,0,1,EB             ,East Boston                                       ,2128,429,Multifamily dwelling                              ,60,  ,VALLAR                   ,  ,RD  ,: #12-6256                              ,  ,                         ,  ,    
17-0017881,0,3/22/17,6:14:38,442,Overheated motor                                  ,0,0,9,RX             ,Roxbury                                           ,2115,200,"Educational, Other                                ",78,  ,AVENUE LOUIS PASTEUR     ,  ,    ,: @SCH-BOSTON LATIN SCHOOL              ,  ,                         ,  ,    
17-0017886,0,3/22/17,6:37:09,712,"Direct tie to FD, malicious false alarm           ",0,0,4,BO             ,Boston                                            ,2111,331,Hospital - medical or psychiatric                 ,30,  ,BENNET                   ,  ,ST  ,: #15-1481                              ,  ,                         ,  ,    
17-0017887,0,3/22/17,6:50:10,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,2125,962,"Residential street, road or residential driveway  ",        ,  ,MASSACHUSETTS            ,  ,AVE ,                                        ,  ,COLUMBIA                 ,  ,RD  
17-0017890,0,3/22/17,7:36:00,651,"Smoke scare, odor of smoke                        ",0,0,7,RX             ,Roxbury                                           ,2125,400,"Residential, Other                                ",19-37   ,  ,LEYLAND                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017893,0,3/22/17,7:41:18,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,2199,529,"Textile, wearing apparel sales                    ",760,  ,BOYLSTON                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017894,0,3/22/17,7:45:33,641,Vicinity alarm (incident in other location)       ,0,0,9,RX             ,Roxbury                                           ,2119,960,"Street, Other                                     ",        ,  ,WASHINGTON               ,  ,ST  ,: #2445                                 ,  ,COLUMBUS                 ,  ,AVE 
