Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0005518,0,01/26/17,14:13:24,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,02114,429,Multifamily dwelling                              ,8,  ,WHITTIER                 ,  ,PL  ,: #16-1344                              ,  ,                         ,  ,    
17-0005519,0,01/26/17,14:25:30,745,"Alarm system activation, no fire - unintentional  ",0,0,3,CH             ,Charlestown                                       ,02129,400,"Residential, Other                                ",83,  ,RUSSELL                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005523,0,01/26/17,14:59:54,712,"Direct tie to FD, malicious false alarm           ",0,0,9,RX             ,Roxbury                                           ,02115,331,Hospital - medical or psychiatric                 ,20,  ,SHATTUCK                 ,  ,ST  ,: #16-2357                              ,  ,                         ,  ,    
17-0005525,0,01/26/17,15:00:41,600,"Good intent call, Other                           ",0,0,12,WR             ,West Roxbury                                      ,02132,960,"Street, Other                                     ",        ,  ,VERMONT                  ,  ,ST  ,                                        ,  ,LYALL                    ,  ,ST  
17-0005529,0,01/26/17,15:07:06,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,02125,429,Multifamily dwelling                              ,15,  ,CHASE                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005530,0,01/26/17,15:08:41,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,02115,429,Multifamily dwelling                              ,452,  ,BEACON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005531,0,01/26/17,15:09:04,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,02119,460,"Dormitory-type residence, other                   ",757,  ,SHAWMUT                  ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005532,0,01/26/17,15:09:24,712,"Direct tie to FD, malicious false alarm           ",0,0,4,BO             ,Boston                                            ,02118,331,Hospital - medical or psychiatric                 ,840,  ,HARRISON                 ,  ,AVE ,: #12-1664                              ,  ,                         ,  ,    
17-0005535,0,01/26/17,15:19:04,611,Dispatched & cancelled en route                   ,0,0,12,JP             ,Jamaica Plain                                     ,02130,    ,NULL,3699,  ,WASHINGTON               ,  ,ST  ,: @MBTA STA-FOREST HILLS                ,  ,                         ,  ,    
17-0005536,0,01/26/17,15:20:40,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,02116,960,"Street, Other                                     ",        ,  ,STUART                   ,  ,ST  ,                                        ,  ,WASHINGTON               ,  ,ST  
17-0005537,0,01/26/17,15:34:55,711,"Municipal alarm system, malicious false alarm     ",0,0,9,JP             ,Jamaica Plain                                     ,02130,900,"Outside or special property, Other                ",        ,  ,BOYNTON                  ,  ,ST  ,: #2534                                 ,  ,HALL                     ,  ,ST  
17-0005541,0,01/26/17,16:08:31,600,"Good intent call, Other                           ",0,0,7,DO             ,Dorchester                                        ,02125,400,"Residential, Other                                ",55,  ,HARBOR VIEW              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005542,0,01/26/17,16:25:19,113,"Cooking fire, confined to container               ",0,0,12,WR             ,West Roxbury                                      ,02132,459,Residential board and care                        ,18,  ,CHERITON                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0005545,0,01/26/17,16:55:09,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,02199,960,"Street, Other                                     ",        ,  ,RING                     ,  ,RD  ,                                        ,  ,BOYLSTON                 ,  ,ST  
17-0005546,0,01/26/17,16:56:01,600,"Good intent call, Other                           ",0,0,8,DO             ,Dorchester                                        ,02124,900,"Outside or special property, Other                ",40,  ,ALPHA                    ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0005547,0,01/26/17,16:57:24,651,"Smoke scare, odor of smoke                        ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,133,  ,PRINCETON                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005548,0,01/26/17,17:02:24,611,Dispatched & cancelled en route                   ,0,0,12,RS             ,Roslindale                                        ,02131,    ,NULL,130,  ,BROOKWAY                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0005550,0,01/26/17,17:24:46,113,"Cooking fire, confined to container               ",0,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,6-Apr,  ,DUNKELD                  ,  ,ST  ,: #INS1142                              ,  ,                         ,  ,    
17-0005551,0,01/26/17,17:32:09,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,02118,0,"Property Use, Other                               ",732,  ,HARRISON                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005552,0,01/26/17,17:32:59,511,Lock-out                                          ,0,0,4,BO             ,Boston                                            ,02118,400,"Residential, Other                                ",14,E ,BROOKLINE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005553,0,01/26/17,17:36:27,600,"Good intent call, Other                           ",0,0,3,BO             ,Boston                                            ,02111,963,Street or road in commercial area                 ,131,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005554,0,01/26/17,17:43:05,553,Public service                                    ,0,0,7,RX             ,Roxbury                                           ,02118,963,Street or road in commercial area                 ,891,  ,MASSACHUSETTS            ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005555,0,01/26/17,17:45:13,715,"Local alarm system, malicious false alarm         ",0,0,3,CH             ,Charlestown                                       ,02129,400,"Residential, Other                                ",83,  ,RUSSELL                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005556,0,01/26/17,18:05:33,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,02121,161,Restaurant or cafeteria                           ,612,  ,BLUE HILL                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005557,0,01/26/17,18:20:01,412,Gas leak (natural gas or LPG)                     ,0,0,9,RX             ,Roxbury                                           ,02120,429,Multifamily dwelling                              ,51,  ,PONTIAC                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005558,0,01/26/17,18:23:33,500,"Service Call, other                               ",0,0,1,EB             ,East Boston                                       ,02128,400,"Residential, Other                                ",225,  ,SUMNER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005561,0,01/26/17,18:47:56,743,"Smoke detector activation, no fire - unintentional",0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",501,E ,BROADWAY                 ,  ,    ,                                        ,  ,                         ,  ,    
17-0005565,0,01/26/17,19:06:34,553,Public service                                    ,0,0,1,EB             ,East Boston                                       ,02128,311,"24-hour care Nursing homes, 4 or more persons     ",225,  ,SUMNER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005568,0,01/26/17,19:21:19,611,Dispatched & cancelled en route                   ,0,0,1,BO             ,Boston                                            ,02116,    ,NULL,10,  ,PARK                     ,  ,PLZ ,: @DEPARTMENT OF STATE POLICE - 10 PARK ,  ,                         ,  ,    
17-0005575,0,01/26/17,20:19:16,600,"Good intent call, Other                           ",0,0,12,RS             ,Roslindale                                        ,02131,962,"Residential street, road or residential driveway  ",37,  ,HAYDN                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005577,0,01/26/17,20:21:27,712,"Direct tie to FD, malicious false alarm           ",0,0,6,DO             ,Dorchester                                        ,02125,400,"Residential, Other                                ",50,  ,ISLAND VIEW              ,  ,PL  ,: #12-1917                              ,  ,                         ,  ,    
17-0005578,0,01/26/17,20:23:16,113,"Cooking fire, confined to container               ",0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,25,  ,CHESTER                  ,  ,ST  ,: #CLM1135                              ,  ,                         ,  ,    
17-0005580,0,01/26/17,21:04:06,611,Dispatched & cancelled en route                   ,0,0,3,CH             ,Charlestown                                       ,02129,0,"Property Use, Other                               ",65,  ,POLK                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005583,0,01/26/17,21:26:36,745,"Alarm system activation, no fire - unintentional  ",0,0,3,CH             ,Charlestown                                       ,02129,400,"Residential, Other                                ",50,  ,TERMINAL                 ,  ,ST  ,: #INS949                               ,  ,                         ,  ,    
17-0005585,0,01/26/17,21:30:02,554,Assist invalid                                    ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,1206,  ,JETTE                    ,  ,CT  ,                                        ,  ,                         ,  ,    
17-0005590,0,01/26/17,22:37:10,733,Smoke detector activation due to malfunction      ,0,0,3,CH             ,Charlestown                                       ,02129,429,Multifamily dwelling                              ,84,  ,SCHOOL                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005591,0,01/26/17,23:28:02,611,Dispatched & cancelled en route                   ,0,0,11,BR             ,Allston-Brighton                                  ,02135,    ,NULL,30,  ,WARREN                   ,  ,ST  ,: @FRANCISCAN CHILDREN'S HOSPITAL       ,  ,                         ,  ,    
17-0005595,0,01/27/17,0:25:15,113,"Cooking fire, confined to container               ",0,0,3,BO             ,Boston                                            ,02113,429,Multifamily dwelling                              ,61,  ,CHARTER                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005603,0,01/27/17,1:32:49,714,"Central station, malicious false alarm            ",0,0,9,RX             ,Roxbury                                           ,02119,500,"Mercantile, business, Other                       ",2201,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005605,0,01/27/17,1:47:16,113,"Cooking fire, confined to container               ",0,0,4,RX             ,Roxbury                                           ,02120,439,"Boarding/rooming house, residential hotels        ",1053,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005607,0,01/27/17,2:07:58,743,"Smoke detector activation, no fire - unintentional",0,0,12,HP             ,Hyde Park                                         ,02136,429,Multifamily dwelling                              ,763,  ,TRUMAN                   ,  ,PKWY,                                        ,  ,                         ,  ,    
17-0005608,0,01/27/17,2:15:25,571,"Cover assignment, standby, moveup                 ",0,0,     ,               ,NULL,00000,429,Multifamily dwelling                              ,        ,  ,CITY OF SOMERVILLE       ,  ,    ,: @SOMERVILLE 8217  11 APPLETON ST      ,  ,                         ,  ,    
17-0005609,0,01/27/17,2:22:34,611,Dispatched & cancelled en route                   ,0,0,8,DO             ,Dorchester                                        ,02124,    ,NULL,538,  ,TALBOT                   ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005610,0,01/27/17,2:35:47,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02111,400,"Residential, Other                                ",660,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005612,0,01/27/17,3:18:17,600,"Good intent call, Other                           ",0,0,11,BR             ,Allston-Brighton                                  ,02135,400,"Residential, Other                                ",92,  ,SUTHERLAND               ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0005613,0,01/27/17,3:29:58,745,"Alarm system activation, no fire - unintentional  ",0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",45,W ,BROADWAY                 ,  ,    ,                                        ,  ,                         ,  ,    
17-0005614,0,01/27/17,3:42:27,745,"Alarm system activation, no fire - unintentional  ",0,0,4,RX             ,Roxbury                                           ,02118,200,"Educational, Other                                ",805,  ,COLUMBUS                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005615,0,01/27/17,3:53:24,745,"Alarm system activation, no fire - unintentional  ",0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",45,W ,BROADWAY                 ,  ,    ,                                        ,  ,                         ,  ,    
17-0005618,0,01/27/17,4:41:52,554,Assist invalid                                    ,0,0,9,RX             ,Roxbury                                           ,02115,429,Multifamily dwelling                              ,25,  ,MISSION PARK             ,  ,DR  ,                                        ,  ,                         ,  ,    
17-0005619,0,01/27/17,5:51:23,743,"Smoke detector activation, no fire - unintentional",0,0,9,RS             ,Roslindale                                        ,02131,419,1 or 2 family dwelling                            ,77,  ,FARQUHAR                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005620,0,01/27/17,5:59:50,611,Dispatched & cancelled en route                   ,0,0,11,BR             ,Allston-Brighton                                  ,02135,    ,NULL,380,  ,MARKET                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005622,0,01/27/17,6:29:34,730,"System malfunction, Other                         ",0,0,3,BO             ,Boston                                            ,02111,400,"Residential, Other                                ",151,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005623,0,01/27/17,6:39:05,600,"Good intent call, Other                           ",0,0,3,BO             ,Boston                                            ,02110,599,Business office                                   ,1,  ,MILK                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005624,0,01/27/17,6:43:27,600,"Good intent call, Other                           ",0,0,3,CH             ,Charlestown                                       ,02129,963,Street or road in commercial area                 ,16,  ,SEVER                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005625,0,01/27/17,6:52:42,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,02111,963,Street or road in commercial area                 ,        ,  ,BEACH                    ,  ,ST  ,                                        ,  ,UTICA                    ,  ,ST  
17-0005631,0,01/27/17,7:33:05,551,Assist police or other governmental agency        ,0,0,9,RX             ,Roxbury                                           ,02121,429,Multifamily dwelling                              ,224,  ,HAROLD                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005633,0,01/27/17,7:44:07,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,02203,599,Business office                                   ,55,  ,COURT                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005634,0,01/27/17,8:13:10,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,02116,    ,NULL,118,  ,HUNTINGTON               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005635,0,01/27/17,8:27:27,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,02109,599,Business office                                   ,75,  ,STATE                    ,  ,ST  ,: #14-1281                              ,  ,                         ,  ,    
17-0005636,0,01/27/17,8:28:19,600,"Good intent call, Other                           ",0,0,9,BO             ,Boston                                            ,02115,960,"Street, Other                                     ",        ,  ,EVANS                    ,  ,WAY ,                                        ,  ,FENWAY                   ,  ,    
17-0005637,0,01/27/17,8:31:21,600,"Good intent call, Other                           ",0,0,9,RX             ,Roxbury                                           ,02115,141,Athletic/health club                              ,20-A    ,  ,VINING                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005639,0,01/27/17,8:32:37,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02199,449,"Hotel/motel, commercial                           ",39,  ,DALTON                   ,  ,ST  ,: #12-1568                              ,  ,                         ,  ,    
17-0005642,0,01/27/17,8:53:16,552,Police matter                                     ,0,0,12,JP             ,Jamaica Plain                                     ,02130,900,"Outside or special property, Other                ",106,  ,HYDE PARK                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005643,0,01/27/17,8:54:28,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,02116,500,"Mercantile, business, Other                       ",154,  ,NEWBURY                  ,  ,ST  ,: #WYN4273                              ,  ,                         ,  ,    
17-0005645,0,01/27/17,9:01:21,424,Carbon monoxide incident                          ,0,0,11,BR             ,Allston-Brighton                                  ,02135,400,"Residential, Other                                ",8,  ,JETTE                    ,  ,CT  ,                                        ,  ,                         ,  ,    
17-0005646,0,01/27/17,9:05:05,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02116,500,"Mercantile, business, Other                       ",261,  ,NEWBURY                  ,  ,ST  ,: #ACI0227                              ,  ,                         ,  ,    
17-0005647,0,01/27/17,9:05:45,553,Public service                                    ,0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,40,  ,LEXINGTON                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005648,0,01/27/17,9:10:59,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02215,592,Bank                                              ,560,  ,COMMONWEALTH             ,  ,AVE ,": @CITIZENS BANK - 560 COMMONWEALTH AVE,",  ,                         ,  ,    
17-0005649,0,01/27/17,9:17:15,746,"Carbon monoxide detector activation, no CO        ",0,0,12,WR             ,West Roxbury                                      ,02132,419,1 or 2 family dwelling                            ,12,  ,BUNGALOW                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0005650,0,01/27/17,10:03:18,600,"Good intent call, Other                           ",0,0,7,DO             ,Dorchester                                        ,02125,963,Street or road in commercial area                 ,1084,  ,DORCHESTER               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005651,0,01/27/17,10:05:58,714,"Central station, malicious false alarm            ",0,0,6,SB             ,South Boston                                      ,02127,429,Multifamily dwelling                              ,768,E ,FIFTH                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005652,0,01/27/17,10:06:28,714,"Central station, malicious false alarm            ",0,0,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,2262,  ,DORCHESTER               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005653,0,01/27/17,10:07:00,745,"Alarm system activation, no fire - unintentional  ",0,0,3,BO             ,Boston                                            ,02114,429,Multifamily dwelling                              ,1,  ,CANAL                    ,  ,ST  ,: #WYN4205                              ,  ,                         ,  ,    
17-0005656,0,01/27/17,10:37:09,600,"Good intent call, Other                           ",0,0,12,RS             ,Roslindale                                        ,02131,419,1 or 2 family dwelling                            ,767,  ,AMERICAN LEGION          ,  ,HWY ,                                        ,  ,                         ,  ,    
17-0005657,0,01/27/17,10:41:28,550,"Public service assistance, Other                  ",0,0,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,14,  ,KINGSDALE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005658,0,01/27/17,10:42:29,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02115,460,"Dormitory-type residence, other                   ",25,  ,SYMPHONY                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0005659,0,01/27/17,10:47:24,745,"Alarm system activation, no fire - unintentional  ",0,0,3,BO             ,Boston                                            ,02108,400,"Residential, Other                                ",6,  ,HAMILTON                 ,  ,PL  ,                                        ,  ,                         ,  ,    
17-0005661,0,01/27/17,11:07:00,900T,BFD Drill                                         ,0,0,12,WR             ,West Roxbury                                      ,02132,962,"Residential street, road or residential driveway  ",19,  ,MAPLEWOOD                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005663,0,01/27/17,11:09:44,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02115,580,"General retail, Other                             ",332-336 ,  ,NEWBURY                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005664,0,01/27/17,11:12:35,622,No Incident found on arrival at dispatch address  ,0,0,3,CH             ,Charlestown                                       ,02129,400,"Residential, Other                                ",165,  ,BUNKER HILL              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005667,0,01/27/17,11:26:49,714,"Central station, malicious false alarm            ",0,0,11,BR             ,Allston-Brighton                                  ,02135,500,"Mercantile, business, Other                       ",100,  ,GUEST                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005668,0,01/27/17,11:28:16,113,"Cooking fire, confined to container               ",0,0,11,BR             ,Allston-Brighton                                  ,02135,322,Alcohol or substance abuse recovery center        ,747,  ,CAMBRIDGE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005669,0,01/27/17,11:32:04,712,"Direct tie to FD, malicious false alarm           ",0,0,4,BO             ,Boston                                            ,02118,331,Hospital - medical or psychiatric                 ,774,  ,ALBANY                   ,  ,ST  ,: #19-1667                              ,  ,                         ,  ,    
17-0005670,0,01/27/17,11:33:22,651,"Smoke scare, odor of smoke                        ",0,0,12,HP             ,Hyde Park                                         ,02136,519,"Food and beverage sales, grocery store            ",1230,  ,RIVER                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005672,0,01/27/17,11:51:33,911,Citizen complaint                                 ,0,0,3,BO             ,Boston                                            ,02110,0,"Property Use, Other                               ",1,  ,SUMMER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005674,0,01/27/17,11:55:53,714,"Central station, malicious false alarm            ",0,0,6,SB             ,South Boston                                      ,02127,429,Multifamily dwelling                              ,455-457 ,E ,FIRST                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005677,0,01/27/17,11:58:45,553,Public service                                    ,0,0,12,HP             ,Hyde Park                                         ,02136,429,Multifamily dwelling                              ,1409,  ,RIVER                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005683,0,01/27/17,13:02:53,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,02114,459,Residential board and care                        ,8,  ,WHITTIER                 ,  ,PL  ,: #16-1344                              ,  ,                         ,  ,    
17-0005684,0,01/27/17,13:07:56,151,"Outside rubbish, trash or waste fire              ",0,0,4,BO             ,Boston                                            ,02215,951,Railroad right-of-way                             ,444,  ,PARK                     ,  ,DR  ,: @MBTA STA-FENWAY                      ,  ,                         ,  ,    
17-0005686,0,01/27/17,13:20:33,111,Building fire                                     ,1000,0,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,1875,  ,DORCHESTER               ,  ,AVE ,: #13-344                               ,  ,                         ,  ,    
17-0005687,0,01/27/17,13:26:16,113,"Cooking fire, confined to container               ",0,50,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,40,  ,WALLINGFORD              ,  ,RD  ,: #13-5331                              ,  ,                         ,  ,    
17-0005688,0,01/27/17,13:29:15,731,Sprinkler activation due to malfunction           ,0,0,8,MT             ,Mattapan                                          ,02126,429,Multifamily dwelling                              ,422,  ,RIVER                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005691,0,01/27/17,13:57:57,600,"Good intent call, Other                           ",0,0,3,CH             ,Charlestown                                       ,02129,400,"Residential, Other                                ",80,  ,DUNSTABLE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005695,0,01/27/17,14:27:47,714,"Central station, malicious false alarm            ",0,0,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,1875,  ,DORCHESTER               ,  ,AVE ,: @BHA-PEABODY-ENGLEWOOD                ,  ,                         ,  ,    
17-0005697,0,01/27/17,14:31:32,553,Public service                                    ,0,0,1,EB             ,East Boston                                       ,02128,962,"Residential street, road or residential driveway  ",95,  ,BARNES                   ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005702,0,01/27/17,15:12:31,553,Public service                                    ,0,0,8,DO             ,Dorchester                                        ,02122,960,"Street, Other                                     ",        ,  ,NEPONSET                 ,  ,AVE ,: alias NEPONSET AVE/MORRISSEY BLVD DO B,  ,WILLIAM T MORRISSEY      ,  ,BLVD
17-0005703,0,01/27/17,15:14:20,511,Lock-out                                          ,0,0,4,BO             ,Boston                                            ,02108,429,Multifamily dwelling                              ,10,  ,OTIS                     ,  ,PL  ,: @10 OTIS PLACE CONDO ASSN - 10 OTIS PL,  ,                         ,  ,    
17-0005707,0,01/27/17,15:37:12,554,Assist invalid                                    ,0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,20,E ,BROOKLINE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005708,0,01/27/17,15:39:38,745,"Alarm system activation, no fire - unintentional  ",0,0,7,RX             ,Roxbury                                           ,02119,131,"Church, mosque, synagogue, temple, chapel         ",328,  ,WARREN                   ,  ,ST  ,: #WYN2097                              ,  ,                         ,  ,    
17-0005709,0,01/27/17,15:39:46,511,Lock-out                                          ,0,0,11,BR             ,Allston-Brighton                                  ,02135,900,"Outside or special property, Other                ",253,N ,BEACON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005716,0,01/27/17,16:21:07,745,"Alarm system activation, no fire - unintentional  ",0,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,14-16   ,  ,KINEO                    ,  ,ST  ,: #WYN3772                              ,  ,                         ,  ,    
17-0005717,0,01/27/17,16:30:51,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,02111,429,Multifamily dwelling                              ,55,  ,TEMPLE                   ,  ,PL  ,                                        ,  ,                         ,  ,    
17-0005718,0,01/27/17,16:34:20,900,"Special type of incident, Other                   ",0,0,     ,               ,NULL,02150,962,"Residential street, road or residential driveway  ",        ,  ,CITY OF CHELSEA          ,  ,    ,: @CHELSEA 8215  MARGINAL ST            ,  ,                         ,  ,    
17-0005725,0,01/27/17,17:04:45,741,"Sprinkler activation, no fire - unintentional     ",0,0,11,BR             ,Allston-Brighton                                  ,02134,449,"Hotel/motel, commercial                           ",400,  ,SOLDIERS FIELD           ,  ,RD  ,: #12-5211                              ,  ,                         ,  ,    
17-0005727,0,01/27/17,17:19:08,113,"Cooking fire, confined to container               ",0,0,9,JP             ,Jamaica Plain                                     ,02130,254,"Day care, in commercial property                  ",315,  ,CENTRE                   ,  ,ST  ,: #WYN2195                              ,  ,                         ,  ,    
17-0005728,0,01/27/17,17:22:33,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02111,331,Hospital - medical or psychiatric                 ,1,  ,KNEELAND                 ,  ,ST  ,: #12-148                               ,  ,                         ,  ,    
17-0005730,0,01/27/17,17:27:54,621,Wrong location                                    ,0,0,12,JP             ,Jamaica Plain                                     ,02130,963,Street or road in commercial area                 ,3696,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005735,0,01/27/17,17:54:52,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,02115,    ,NULL,11,  ,SPEARE                   ,  ,PL  ,: @COL-NEU-STETSON HALL EAST            ,  ,                         ,  ,    
17-0005736,0,01/27/17,17:57:03,700,"False alarm or false call, Other                  ",0,0,3,CH             ,Charlestown                                       ,02129,429,Multifamily dwelling                              ,44,  ,WARREN                   ,  ,ST  ,: #WYN3832                              ,  ,                         ,  ,    
17-0005737,0,01/27/17,18:04:47,611,Dispatched & cancelled en route                   ,0,0,3,BO             ,Boston                                            ,02110,    ,NULL,450,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005738,0,01/27/17,18:04:55,743,"Smoke detector activation, no fire - unintentional",0,0,9,RX             ,Roxbury                                           ,02121,429,Multifamily dwelling                              ,32,  ,SEAVER                   ,  ,ST  ,: #AFA7649                              ,  ,                         ,  ,    
17-0005740,0,01/27/17,18:21:34,511,Lock-out                                          ,0,0,8,DO             ,Dorchester                                        ,02124,962,"Residential street, road or residential driveway  ",        ,  ,HARVARD                  ,  ,ST  ,                                        ,  ,FRANKLIN HILL            ,  ,AVE 
17-0005741,0,01/27/17,18:27:11,743,"Smoke detector activation, no fire - unintentional",0,0,9,JP             ,Jamaica Plain                                     ,02130,429,Multifamily dwelling                              ,944,  ,PARKER                   ,  ,ST  ,: #12-2394                              ,  ,                         ,  ,    
17-0005746,0,01/27/17,18:33:57,700,"False alarm or false call, Other                  ",0,0,3,CH             ,Charlestown                                       ,02129,429,Multifamily dwelling                              ,44,  ,WARREN                   ,  ,ST  ,: #WYN3832                              ,  ,                         ,  ,    
17-0005748,0,01/27/17,18:45:03,511,Lock-out                                          ,0,0,9,RX             ,Roxbury                                           ,02119,429,Multifamily dwelling                              ,3037,  ,WASHINGTON               ,  ,ST  ,:2ND FLOOR                              ,  ,                         ,  ,    
17-0005749,0,01/27/17,18:52:53,611,Dispatched & cancelled en route                   ,0,0,8,DO             ,Dorchester                                        ,02124,    ,NULL,225,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
