Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0012479,0,02/27/17,9:51:33,553,Public service                                    ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,10,  ,CAMELOT                  ,  ,CT  ,                                        ,  ,                         ,  ,
17-0012481,0,02/27/17,10:13:46,551,Assist police or other governmental agency        ,0,0,4,BO             ,Boston                                            ,02118,965,Vehicle parking area                              ,        ,  ,HARRISON                 ,  ,AVE ,                                        ,  ,MASSACHUSETTS            ,  ,AVE
17-0012483,0,02/27/17,10:24:59,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,02114,400,"Residential, Other                                ",250,  ,CAMBRIDGE                ,  ,ST  ,: #13-1354                              ,  ,                         ,  ,
17-0012486,0,02/27/17,10:35:00,714,"Central station, malicious false alarm            ",0,0,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,17-Jul,  ,BLUE HILL                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012487,0,02/27/17,10:37:36,611,Dispatched & cancelled en route                   ,0,0,8,MT             ,Mattapan                                          ,02126,    ,NULL,132,  ,HAZLETON                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012489,0,02/27/17,10:46:16,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,02111,    ,NULL,35,  ,KNEELAND                 ,  ,ST  ,: @HOSP-TMC TRADER                      ,  ,                         ,  ,
17-0012490,0,02/27/17,10:48:05,551,Assist police or other governmental agency        ,0,0,12,RS             ,Roslindale                                        ,02131,0,"Property Use, Other                               ",        ,  ,CUMMINS                  ,  ,HWY ,                                        ,  ,HYDE PARK                ,  ,AVE
17-0012491,0,02/27/17,10:52:13,714,"Central station, malicious false alarm            ",0,0,1,EB             ,East Boston                                       ,02128,131,"Church, mosque, synagogue, temple, chapel         ",166,  ,SARATOGA                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012492,0,02/27/17,10:53:35,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02116,549,Specialty shop                                    ,123,  ,NEWBURY                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012494,0,02/27/17,11:28:13,552,Police matter                                     ,0,0,6,RX             ,Roxbury                                           ,02118,900,"Outside or special property, Other                ",115,  ,SOUTHAMPTON              ,  ,ST  ,: @BFD HEADQUARTERS                     ,  ,                         ,  ,
17-0012499,0,02/27/17,11:46:39,714,"Central station, malicious false alarm            ",0,0,9,RX             ,Roxbury                                           ,02119,500,"Mercantile, business, Other                       ",41,  ,DIMOCK                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012500,0,02/27/17,11:47:37,553,Public service                                    ,0,0,12,RS             ,Roslindale                                        ,02131,0,"Property Use, Other                               ",        ,  ,CANTERBURY               ,  ,ST  ,                                        ,  ,HYDE PARK                ,  ,AVE
17-0012503,0,02/27/17,11:58:38,554,Assist invalid                                    ,0,0,9,JP             ,Jamaica Plain                                     ,02130,429,Multifamily dwelling                              ,10,  ,WALDEN                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012504,0,02/27/17,11:59:02,413,Oil or other combustible liquid spill             ,0,0,3,BO             ,Boston                                            ,02109,960,"Street, Other                                     ",        ,  ,CONGRESS                 ,  ,ST  ,                                        ,  ,NORTH                    ,  ,ST
17-0012506,0,02/27/17,12:03:53,714,"Central station, malicious false alarm            ",0,0,6,RX             ,Roxbury                                           ,02118,321,Mental retardation/development disability facility,17,  ,BRADSTON                 ,  ,ST  ,: #WYN2497                              ,  ,                         ,  ,
17-0012508,0,02/27/17,12:23:35,551,Assist police or other governmental agency        ,0,0,3,BO             ,Boston                                            ,02113,500,"Mercantile, business, Other                       ",371,  ,HANOVER                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012509,0,02/27/17,12:24:22,600,"Good intent call, Other                           ",0,0,7,DO             ,Dorchester                                        ,02121,460,"Dormitory-type residence, other                   ",58,  ,BOWDOIN                  ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012512,0,02/27/17,12:44:11,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02114,100,"Assembly, Other                                   ",1,  ,SCIENCE                  ,  ,PARK,: @MUS-MUSEUM OF SCIENCE - 1 SCIENCE PAR,  ,                         ,  ,
17-0012513,0,02/27/17,12:45:20,511,Lock-out                                          ,0,0,1,EB             ,East Boston                                       ,02128,960,"Street, Other                                     ",        ,  ,BORDER                   ,  ,ST  ,                                        ,  ,MAVERICK                 ,  ,ST
17-0012514,0,02/27/17,12:46:43,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,02109,500,"Mercantile, business, Other                       ",19-21   ,  ,CONGRESS                 ,  ,ST  ,: #13-1282                              ,  ,                         ,  ,
17-0012517,0,02/27/17,12:51:56,736,CO detector activation due to malfunction         ,0,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,10-Aug,  ,DUNKELD                  ,  ,ST  ,: #INS1157                              ,  ,                         ,  ,
17-0012518,0,02/27/17,12:54:45,900T,BFD Drill                                         ,0,0,9,RX             ,Roxbury                                           ,02119,0,"Property Use, Other                               ",1870,  ,COLUMBUS                 ,  ,AVE ,: @BFD ENG 42                           ,  ,                         ,  ,
17-0012521,0,02/27/17,13:04:17,400,"Hazardous condition, Other                        ",0,0,6,SB             ,South Boston                                      ,02127,962,"Residential street, road or residential driveway  ",        ,  ,WOODWARD                 ,  ,ST  ,                                        ,  ,LEEDS                    ,  ,ST
17-0012524,0,02/27/17,13:14:14,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02215,439,"Boarding/rooming house, residential hotels        ",1320-133,  ,BOYLSTON                 ,  ,ST  ,: #CLM432                               ,  ,                         ,  ,
17-0012526,0,02/27/17,13:17:08,745,"Alarm system activation, no fire - unintentional  ",0,0,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,7-Mar,  ,MONSIGNOR PATRICK J. LYDO,  ,WAY ,: #WYN3438                              ,  ,                         ,  ,
17-0012528,0,02/27/17,13:30:29,411,Gasoline or other flammable liquid spill          ,0,0,11,BR             ,Allston-Brighton                                  ,02135,960,"Street, Other                                     ",68-70   ,  ,HICHBORN                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012529,0,02/27/17,13:31:24,711,"Municipal alarm system, malicious false alarm     ",0,0,3,BO             ,Boston                                            ,02111,960,"Street, Other                                     ",        ,  ,AVERY                    ,  ,ST  ,: #1451                                 ,  ,TREMONT                  ,  ,ST
17-0012533,0,02/27/17,14:03:28,900T,BFD Drill                                         ,0,0,3,               ,NULL,00000,940,"Water area, Other                                 ",        ,  ,BOSTON HARBOR            ,  ,    ,: @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ,  ,                         ,  ,
17-0012534,0,02/27/17,14:07:40,611,Dispatched & cancelled en route                   ,0,0,9,JP             ,Jamaica Plain                                     ,02130,    ,NULL,3297,  ,WASHINGTON               ,  ,ST  ,: @HC-BROOKSIDE COMMUNITY HEALTH CENTER ,  ,                         ,  ,
17-0012536,0,02/27/17,14:12:24,553,Public service                                    ,0,0,6,               ,NULL,02125,963,Street or road in commercial area                 ,        ,  ,SOUTHAMPTON              ,  ,ST  ,: EST 11 ALLSTATE RD DO BSTN            ,  ,MASSACHUSETTS            ,  ,AVE
17-0012538,0,02/27/17,14:19:11,424,Carbon monoxide incident                          ,0,0,9,RX             ,Roxbury                                           ,02119,400,"Residential, Other                                ",93,  ,FORT                     ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012539,0,02/27/17,14:28:16,113,"Cooking fire, confined to container               ",0,0,7,DO             ,Dorchester                                        ,02121,519,"Food and beverage sales, grocery store            ",612,  ,BLUE HILL                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012540,0,02/27/17,14:33:01,531,Smoke or odor removal                             ,0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,465,  ,SUMNER                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012542,0,02/27/17,14:43:39,611,Dispatched & cancelled en route                   ,0,0,7,RX             ,Roxbury                                           ,02119,    ,NULL,        ,  ,MELNEA CASS              ,  ,BLVD,                                        ,  ,WASHINGTON               ,  ,ST
17-0012546,0,02/27/17,14:59:04,600,"Good intent call, Other                           ",0,0,12,RS             ,Roslindale                                        ,02131,500,"Mercantile, business, Other                       ",565,  ,AMERICAN LEGION          ,  ,HWY ,                                        ,  ,                         ,  ,
17-0012551,0,02/27/17,15:29:59,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02108,174,Rapid transit station                             ,121,  ,TREMONT                  ,  ,ST  ,: @MBTA STA-PARK ST                     ,  ,                         ,  ,
17-0012556,0,02/27/17,15:41:12,155,Outside stationary compactor/compacted trash fire ,0,0,4,BO             ,Boston                                            ,02215,900,"Outside or special property, Other                ",745,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012561,0,02/27/17,16:06:15,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02116,200,"Educational, Other                                ",162,  ,BOYLSTON                 ,  ,ST  ,: #13-153                               ,  ,                         ,  ,
17-0012562,0,02/27/17,16:06:32,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,02119,173,Bus station                                       ,25,  ,WARREN                   ,  ,ST  ,: @MBTA STA-DUDLEY                      ,  ,                         ,  ,
17-0012563,0,02/27/17,16:09:12,440,"Electrical  wiring/equipment problem, Other       ",0,0,9,JP             ,Jamaica Plain                                     ,02119,963,Street or road in commercial area                 ,171,  ,AMORY                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012564,0,02/27/17,16:10:34,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02215,400,"Residential, Other                                ",100,  ,JERSEY                   ,  ,ST  ,: #13-2341                              ,  ,                         ,  ,
17-0012565,0,02/27/17,16:27:16,500,"Service Call, other                               ",0,0,3,BO             ,Boston                                            ,02113,429,Multifamily dwelling                              ,1,  ,MICHELANGELO             ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012567,0,02/27/17,16:42:06,413,Oil or other combustible liquid spill             ,0,0,7,DO             ,Dorchester                                        ,02125,962,"Residential street, road or residential driveway  ",5,  ,GAYLAND                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012570,0,02/27/17,17:06:12,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,02116,900,"Outside or special property, Other                ",        ,  ,BOYLSTON                 ,  ,ST  ,                                        ,  ,DARTMOUTH                ,  ,ST
17-0012571,0,02/27/17,17:21:28,745,"Alarm system activation, no fire - unintentional  ",0,0,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,1980,  ,DORCHESTER               ,  ,AVE ,: #WYN4260                              ,  ,                         ,  ,
17-0012572,0,02/27/17,17:29:32,445,"Arcing, shorted electrical equipment              ",0,0,1,EB             ,East Boston                                       ,02128,962,"Residential street, road or residential driveway  ",        ,  ,ORIENT                   ,  ,AVE ,: #6247                                 ,  ,SEA VIEW                 ,  ,AVE
17-0012574,0,02/27/17,17:43:53,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02114,400,"Residential, Other                                ",33,  ,BLOSSOM                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012576,0,02/27/17,17:47:49,745,"Alarm system activation, no fire - unintentional  ",0,0,12,WR             ,West Roxbury                                      ,02132,549,Specialty shop                                    ,1524,  ,VFW                      ,  ,PKWY,                                        ,  ,                         ,  ,
17-0012577,0,02/27/17,17:54:48,600,"Good intent call, Other                           ",0,0,1,EB             ,East Boston                                       ,02128,960,"Street, Other                                     ",246,  ,BORDER                   ,  ,ST  ,": @SHAWS SUPERMARKET - 246 BORDER ST, EA",  ,                         ,  ,
17-0012578,0,02/27/17,18:07:00,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,02114,340,"Clinics, doctors offices, hemodialysis cntr, other",20,  ,STANIFORD                ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012579,0,02/27/17,18:24:49,735,Alarm system sounded due to malfunction           ,0,0,7,RX             ,Roxbury                                           ,02119,213,"Elementary school, including kindergarten         ",6,  ,SHIRLEY                  ,  ,ST  ,: #13-1721                              ,  ,                         ,  ,
17-0012584,0,02/27/17,19:01:17,412,Gas leak (natural gas or LPG)                     ,0,0,3,BO             ,Boston                                            ,02114,429,Multifamily dwelling                              ,13,  ,LINDALL                  ,  ,PL  ,                                        ,  ,                         ,  ,
17-0012587,0,02/27/17,19:18:52,113,"Cooking fire, confined to container               ",0,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,108,  ,COLUMBIA                 ,  ,RD  ,                                        ,  ,                         ,  ,
17-0012588,0,02/27/17,19:22:13,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,02114,    ,NULL,1,  ,GARDEN                   ,  ,ST  ,: #WYN3819                              ,  ,                         ,  ,
17-0012589,0,02/27/17,19:33:04,400,"Hazardous condition, Other                        ",0,0,3,BO             ,Boston                                            ,02108,900,"Outside or special property, Other                ",139,  ,TREMONT                  ,  ,ST  ,: @PARK-BOSTON COMMON                   ,  ,                         ,  ,
17-0012592,0,02/27/17,19:42:17,113,"Cooking fire, confined to container               ",0,0,11,BR             ,Allston-Brighton                                  ,02467,460,"Dormitory-type residence, other                   ",100,  ,SAINT THOMAS MORE        ,  ,RD  ,                                        ,  ,                         ,  ,
17-0012593,0,02/27/17,19:43:36,736,CO detector activation due to malfunction         ,0,0,3,BO             ,Boston                                            ,02114,400,"Residential, Other                                ",41,  ,ANDERSON                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012595,0,02/27/17,19:49:28,710,"Malicious, mischievous false call, Other          ",0,0,4,BO             ,Boston                                            ,02215,429,Multifamily dwelling                              ,490,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012596,0,02/27/17,19:56:00,553,Public service                                    ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,247-249 ,  ,CHESTNUT HILL            ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012599,0,02/27/17,20:20:06,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02108,960,"Street, Other                                     ",100,  ,TREMONT                  ,  ,ST  ,": @BEANTOWN PUB - 100 TREMONT ST, BOSTON",  ,                         ,  ,
17-0012600,0,02/27/17,20:21:33,554,Assist invalid                                    ,0,0,7,RX             ,Roxbury                                           ,02119,429,Multifamily dwelling                              ,23,  ,MORELAND                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012601,0,02/27/17,20:22:16,554,Assist invalid                                    ,0,0,12,HP             ,Hyde Park                                         ,02136,419,1 or 2 family dwelling                            ,53,  ,FARADAY                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012603,0,02/27/17,20:28:21,712,"Direct tie to FD, malicious false alarm           ",0,0,3,BO             ,Boston                                            ,02114,340,"Clinics, doctors offices, hemodialysis cntr, other",50,  ,STANIFORD                ,  ,ST  ,: #14-1338                              ,  ,                         ,  ,
17-0012605,0,02/27/17,20:50:46,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,02215,241,"Adult education center, college classroom         ",277,  ,BABCOCK                  ,  ,ST  ,: #BU117                                ,  ,                         ,  ,
17-0012606,0,02/27/17,21:05:32,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,02111,161,Restaurant or cafeteria                           ,3,  ,BEACH                    ,  ,ST  ,: #ATL602                               ,  ,                         ,  ,
17-0012609,0,02/27/17,21:10:33,553,Public service                                    ,0,0,11,BR             ,Allston-Brighton                                  ,02135,962,"Residential street, road or residential driveway  ",        ,  ,LINCOLN                  ,  ,ST  ,: #5286                                 ,S ,WAVERLY                  ,  ,ST
17-0012610,0,02/27/17,21:18:37,715,"Local alarm system, malicious false alarm         ",0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",2,  ,TELEGRAPH                ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012613,0,02/27/17,21:46:47,520,"Water problem, Other                              ",0,0,4,BO             ,Boston                                            ,02116,429,Multifamily dwelling                              ,19,  ,CLARENDON                ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012617,0,02/27/17,22:27:54,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02114,963,Street or road in commercial area                 ,10,  ,CAUSEWAY                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012619,0,02/27/17,22:41:52,554,Assist invalid                                    ,0,0,7,DO             ,Dorchester                                        ,02121,963,Street or road in commercial area                 ,212,  ,COLUMBIA                 ,  ,RD  ,                                        ,  ,                         ,  ,
17-0012621,0,02/27/17,22:52:28,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,02215,429,Multifamily dwelling                              ,1079,  ,COMMONWEALTH             ,  ,AVE ,: #13-5114                              ,  ,                         ,  ,
17-0012622,0,02/27/17,22:54:15,551,Assist police or other governmental agency        ,0,0,11,BR             ,Allston-Brighton                                  ,02135,960,"Street, Other                                     ",425,  ,FANEUIL                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012624,0,02/27/17,23:13:57,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02116,400,"Residential, Other                                ",256,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012625,0,02/27/17,23:14:27,113,"Cooking fire, confined to container               ",3000,4000,1,EB             ,East Boston                                       ,02128,400,"Residential, Other                                ",424,  ,BORDER                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012627,0,02/27/17,23:25:06,113,"Cooking fire, confined to container               ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,400,  ,BORDER                   ,  ,ST  ,: #AFA8181                              ,  ,                         ,  ,
17-0012630,0,02/27/17,23:46:28,740,"Unintentional transmission of alarm, Other        ",0,0,3,BO             ,Boston                                            ,02114,331,Hospital - medical or psychiatric                 ,55,  ,FRUIT                    ,  ,ST  ,: #MGH25                                ,  ,                         ,  ,
17-0012632,0,02/28/17,0:09:31,600,"Good intent call, Other                           ",0,0,7,DO             ,Dorchester                                        ,02125,213,"Elementary school, including kindergarten         ",53,  ,COLEMAN                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012634,0,02/28/17,1:41:45,712,"Direct tie to FD, malicious false alarm           ",0,0,7,DO             ,Dorchester                                        ,02125,439,"Boarding/rooming house, residential hotels        ",90,  ,CUSHING                  ,  ,AVE ,: #12-1875                              ,  ,                         ,  ,
17-0012638,0,02/28/17,2:19:15,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02116,400,"Residential, Other                                ",494,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012639,0,02/28/17,2:42:06,553,Public service                                    ,0,0,8,MT             ,Mattapan                                          ,02126,400,"Residential, Other                                ",249,  ,RIVER                    ,  ,ST  ,: @LTC-THE FOLEY SENIOR RESIDENCES      ,  ,                         ,  ,
17-0012640,0,02/28/17,3:16:10,554,Assist invalid                                    ,0,0,12,HP             ,Hyde Park                                         ,02136,419,1 or 2 family dwelling                            ,1,  ,CLIFFORD                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012643,0,02/28/17,4:34:38,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,02116,400,"Residential, Other                                ",214,W ,CANTON                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012644,0,02/28/17,4:48:17,700,"False alarm or false call, Other                  ",0,0,3,BO             ,Boston                                            ,02109,400,"Residential, Other                                ",26,  ,NORTH                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012645,0,02/28/17,5:11:12,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02110,900,"Outside or special property, Other                ",2,  ,ATLANTIC                 ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012646,0,02/28/17,5:41:37,622,No Incident found on arrival at dispatch address  ,0,0,9,RX             ,Roxbury                                           ,02121,429,Multifamily dwelling                              ,120,  ,HUMBOLDT                 ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012647,0,02/28/17,5:53:25,553,Public service                                    ,0,0,8,MT             ,Mattapan                                          ,02126,400,"Residential, Other                                ",249,  ,RIVER                    ,  ,ST  ,: @LTC-THE FOLEY SENIOR RESIDENCES      ,  ,                         ,  ,
17-0012651,0,02/28/17,7:02:47,118,"Trash or rubbish fire, contained                  ",0,0,4,BO             ,Boston                                            ,02111,174,Rapid transit station                             ,199,  ,SUMMER                   ,  ,ST  ,: @MBTA STA-SOUTH STA                   ,  ,                         ,  ,
17-0012655,0,02/28/17,7:16:14,611,Dispatched & cancelled en route                   ,0,0,8,MT             ,Mattapan                                          ,02126,    ,NULL,1428,  ,BLUE HILL                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012656,0,02/28/17,7:57:06,600,"Good intent call, Other                           ",0,0,12,RS             ,Roslindale                                        ,02131,460,"Dormitory-type residence, other                   ",20,  ,BEECHLAND                ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012657,0,02/28/17,8:11:55,554,Assist invalid                                    ,0,0,12,HP             ,Hyde Park                                         ,02136,400,"Residential, Other                                ",1344,  ,HYDE PARK                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012658,0,02/28/17,8:25:44,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,02118,963,Street or road in commercial area                 ,        ,  ,TRAVELER                 ,  ,ST  ,                                        ,  ,ALBANY                   ,  ,ST
17-0012659,0,02/28/17,8:33:28,520,"Water problem, Other                              ",0,0,9,RX             ,Roxbury                                           ,02121,429,Multifamily dwelling                              ,51,  ,HOLWORTHY                ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012660,0,02/28/17,8:41:41,400,"Hazardous condition, Other                        ",0,0,4,BO             ,Boston                                            ,02215,241,"Adult education center, college classroom         ",595,  ,COMMONWEALTH             ,  ,AVE ,: @COL-BU-DEVELOPMENT AND ALUMNI RELATIO,  ,                         ,  ,
17-0012661,0,02/28/17,8:46:15,424,Carbon monoxide incident                          ,0,0,4,BO             ,Boston                                            ,02116,215,High school/junior high school/middle school      ,41,  ,BERKELEY                 ,  ,ST  ,: @COL-BFIT                             ,  ,                         ,  ,
17-0012662,0,02/28/17,8:47:17,412,Gas leak (natural gas or LPG)                     ,0,0,7,DO             ,Dorchester                                        ,02121,960,"Street, Other                                     ",28,  ,NOTTINGHAM               ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012663,0,02/28/17,8:55:46,712,"Direct tie to FD, malicious false alarm           ",0,0,11,BR             ,Allston-Brighton                                  ,02135,400,"Residential, Other                                ",28,  ,WALLINGFORD              ,  ,RD  ,: #14-5331                              ,  ,                         ,  ,
17-0012665,0,02/28/17,9:27:05,745,"Alarm system activation, no fire - unintentional  ",0,0,9,WR             ,West Roxbury                                      ,02467,519,"Food and beverage sales, grocery store            ",683,  ,VFW                      ,  ,PKWY,                                        ,  ,                         ,  ,
17-0012666,0,02/28/17,9:30:01,600,"Good intent call, Other                           ",0,0,12,RS             ,Roslindale                                        ,02131,460,"Dormitory-type residence, other                   ",225,  ,BLUE LEDGE               ,  ,DR  ,                                        ,  ,                         ,  ,
17-0012668,0,02/28/17,9:37:08,553,Public service                                    ,0,0,6,BO             ,Boston                                            ,02109,599,Business office                                   ,148,  ,STATE                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012669,0,02/28/17,9:46:59,600,"Good intent call, Other                           ",0,0,3,CH             ,Charlestown                                       ,02129,400,"Residential, Other                                ",104,  ,FIRST                    ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012671,0,02/28/17,9:53:46,113,"Cooking fire, confined to container               ",0,0,3,CH             ,Charlestown                                       ,02129,160,"Eating, drinking places, other                    ",78,  ,ARLINGTON                ,  ,AVE ,: @RO-LINS BREAKFAST & LUNCH - 78 ARLING,  ,                         ,  ,
17-0012672,0,02/28/17,9:54:19,712,"Direct tie to FD, malicious false alarm           ",0,0,4,BO             ,Boston                                            ,02199,882,"Parking garage, general vehicle                   ",        ,  ,HUNTINGTON               ,  ,AVE ,: #12-1563                              ,  ,BELVIDERE                ,  ,ST
17-0012673,0,02/28/17,10:03:32,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,02127,419,1 or 2 family dwelling                            ,610,E ,SECOND                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012674,0,02/28/17,10:05:29,745,"Alarm system activation, no fire - unintentional  ",0,0,4,RX             ,Roxbury                                           ,02118,400,"Residential, Other                                ",791,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012678,0,02/28/17,10:19:05,745,"Alarm system activation, no fire - unintentional  ",0,0,7,DO             ,Dorchester                                        ,02125,200,"Educational, Other                                ",100,  ,WILLIAM T MORRISSEY      ,  ,BLVD,: #24-182                               ,  ,                         ,  ,
17-0012679,0,02/28/17,10:20:08,500,"Service Call, other                               ",0,0,3,               ,NULL,02109,941,"Open ocean, sea or tidal waters                   ",        ,  ,BOSTON HARBOR            ,  ,    ,                                        ,  ,                         ,  ,
17-0012680,0,02/28/17,10:23:12,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,02122,519,"Food and beverage sales, grocery store            ",1513,  ,DORCHESTER               ,  ,AVE ,": @MCDONALDS - 1513 DORCHESTER AVE, DORC",  ,                         ,  ,
17-0012681,0,02/28/17,10:34:29,900,"Special type of incident, Other                   ",0,0,4,BO             ,Boston                                            ,02118,215,High school/junior high school/middle school      ,82,  ,UNION PARK               ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012682,0,02/28/17,10:43:33,900,"Special type of incident, Other                   ",0,0,11,BR             ,Allston-Brighton                                  ,02135,210,"Schools, non-adult, other                         ",25,  ,ARLINGTON ST BSTN        ,  ,    ,                                        ,  ,                         ,  ,
17-0012683,0,02/28/17,10:46:16,900,"Special type of incident, Other                   ",0,0,6,SB             ,South Boston                                      ,02127,210,"Schools, non-adult, other                         ",200,  ,D                        ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012686,0,02/28/17,11:00:19,424,Carbon monoxide incident                          ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,8,  ,JETTE                    ,  ,CT  ,                                        ,  ,                         ,  ,
17-0012687,0,02/28/17,11:03:03,745,"Alarm system activation, no fire - unintentional  ",0,0,6,DO             ,Dorchester                                        ,02125,500,"Mercantile, business, Other                       ",204,  ,BOSTON                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012688,0,02/28/17,11:06:59,730,"System malfunction, Other                         ",0,0,3,BO             ,Boston                                            ,02113,429,Multifamily dwelling                              ,450-454 ,  ,COMMERCIAL               ,  ,ST  ,: #WYN2408                              ,  ,                         ,  ,
17-0012689,0,02/28/17,11:10:14,552,Police matter                                     ,0,0,8,DO             ,Dorchester                                        ,02122,965,Vehicle parking area                              ,777,  ,WILLIAM T MORRISSEY      ,  ,BLVD,                                        ,  ,                         ,  ,
17-0012691,0,02/28/17,11:12:23,600,"Good intent call, Other                           ",0,0,9,WR             ,West Roxbury                                      ,02131,962,"Residential street, road or residential driveway  ",        ,  ,MONTCLAIR                ,  ,AVE ,                                        ,  ,CENTRE                   ,  ,ST
